"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"29/07/2022","11,150.0","11,000.0","11,550.0","11,000.0","17.27M","1.36%"
"01/08/2022","11,350.0","11,450.0","11,550.0","11,100.0","16.74M","1.79%"
"02/08/2022","12,100.0","11,400.0","12,100.0","11,250.0","43.32M","6.61%"
"03/08/2022","12,300.0","12,250.0","12,800.0","12,200.0","23.94M","1.65%"
"04/08/2022","12,350.0","12,300.0","12,600.0","12,150.0","16.26M","0.41%"
"05/08/2022","12,450.0","12,200.0","12,700.0","12,150.0","17.81M","0.81%"
"08/08/2022","11,850.0","12,350.0","12,450.0","11,800.0","38.13M","-4.82%"
"09/08/2022","12,050.0","11,700.0","12,150.0","11,700.0","15.50M","1.69%"
"10/08/2022","11,700.0","11,950.0","12,200.0","11,700.0","22.02M","-2.90%"
"11/08/2022","12,200.0","11,800.0","12,350.0","11,500.0","33.08M","4.27%"
"12/08/2022","11,950.0","12,250.0","12,350.0","11,950.0","11.23M","-2.05%"
"15/08/2022","12,350.0","12,200.0","12,600.0","12,100.0","26.72M","3.35%"
"16/08/2022","12,300.0","12,350.0","12,650.0","12,150.0","17.74M","-0.40%"
"17/08/2022","11,900.0","12,300.0","12,500.0","11,650.0","27.71M","-3.25%"
"18/08/2022","11,650.0","11,800.0","11,950.0","11,550.0","21.61M","-2.10%"
"19/08/2022","11,650.0","11,650.0","11,900.0","11,550.0","12.37M","0.00%"
"22/08/2022","12,400.0","11,800.0","12,450.0","11,750.0","31.27M","6.44%"
"23/08/2022","12,350.0","12,300.0","12,600.0","12,250.0","17.27M","-0.40%"
"24/08/2022","12,650.0","12,600.0","12,950.0","12,450.0","26.79M","2.43%"
"25/08/2022","12,600.0","12,800.0","12,850.0","12,550.0","10.57M","-0.40%"
"26/08/2022","12,750.0","12,850.0","13,100.0","12,550.0","19.53M","1.19%"
"29/08/2022","13,050.0","12,500.0","13,050.0","12,350.0","32.05M","2.35%"
"30/08/2022","12,950.0","13,050.0","13,250.0","12,850.0","11.90M","-0.77%"
"31/08/2022","12,950.0","12,950.0","13,300.0","12,850.0","19.53M","0.00%"
"05/09/2022","12,950.0","12,950.0","13,150.0","12,900.0","12.13M","0.00%"
"06/09/2022","12,450.0","13,150.0","13,150.0","12,450.0","30.80M","-3.86%"
"07/09/2022","12,350.0","12,350.0","12,700.0","12,300.0","18.46M","-0.80%"
"08/09/2022","11,900.0","12,500.0","12,550.0","11,900.0","25.85M","-3.64%"
"09/09/2022","12,400.0","11,950.0","12,400.0","11,700.0","17.68M","4.20%"
"12/09/2022","12,800.0","12,600.0","12,900.0","12,600.0","13.97M","3.23%"
"13/09/2022","12,850.0","12,800.0","12,900.0","12,650.0","10.51M","0.39%"
"14/09/2022","13,700.0","12,700.0","13,700.0","12,500.0","40.71M","6.61%"
"15/09/2022","13,600.0","13,750.0","13,900.0","13,500.0","14.62M","-0.73%"
"16/09/2022","13,600.0","13,500.0","14,150.0","13,500.0","32.67M","0.00%"
"19/09/2022","13,850.0","13,800.0","14,300.0","13,300.0","36.67M","1.84%"
"20/09/2022","13,850.0","14,000.0","14,100.0","13,650.0","12.00M","0.00%"
"21/09/2022","13,650.0","13,700.0","13,900.0","13,650.0","10.40M","-1.44%"
"22/09/2022","13,850.0","13,500.0","13,900.0","13,350.0","23.04M","1.47%"
"23/09/2022","13,900.0","14,000.0","14,600.0","13,900.0","38.86M","0.36%"
"26/09/2022","13,700.0","13,500.0","13,700.0","13,050.0","40.96M","-1.44%"
"27/09/2022","13,450.0","13,750.0","14,100.0","13,450.0","22.12M","-1.82%"
"28/09/2022","12,550.0","13,400.0","13,500.0","12,550.0","45.68M","-6.69%"
"29/09/2022","12,400.0","12,750.0","12,850.0","12,350.0","21.69M","-1.20%"
"30/09/2022","13,250.0","12,550.0","13,250.0","12,250.0","31.44M","6.85%"
"03/10/2022","12,350.0","13,350.0","13,450.0","12,350.0","33.13M","-6.79%"
"04/10/2022","11,800.0","12,450.0","12,450.0","11,550.0","33.60M","-4.45%"
"05/10/2022","12,400.0","12,200.0","12,600.0","12,050.0","15.19M","5.08%"
"06/10/2022","11,550.0","12,250.0","12,300.0","11,550.0","34.39M","-6.85%"
"07/10/2022","10,750.0","10,750.0","10,950.0","10,750.0","10.66M","-6.93%"
"10/10/2022","11,100.0","10,150.0","11,400.0","10,150.0","29.61M","3.26%"
"11/10/2022","10,350.0","11,000.0","11,100.0","10,350.0","15.93M","-6.76%"
"12/10/2022","9,630.0","10,300.0","10,700.0","9,630.0","30.90M","-6.96%"
"13/10/2022","9,900.0","9,980.0","10,050.0","9,610.0","16.25M","2.80%"
"14/10/2022","10,050.0","10,100.0","10,300.0","9,970.0","13.27M","1.52%"
"17/10/2022","9,460.0","9,980.0","9,980.0","9,350.0","24.98M","-5.87%"
"18/10/2022","9,780.0","9,700.0","9,940.0","9,470.0","11.04M","3.38%"
"19/10/2022","9,540.0","9,740.0","9,940.0","9,340.0","10.02M","-2.45%"
"20/10/2022","9,050.0","9,500.0","9,500.0","8,920.0","15.25M","-5.14%"
"21/10/2022","8,500.0","9,060.0","9,390.0","8,450.0","20.20M","-6.08%"
"24/10/2022","8,830.0","8,650.0","8,950.0","8,400.0","20.73M","3.88%"
"25/10/2022","9,030.0","8,850.0","9,250.0","8,510.0","13.65M","2.27%"
"26/10/2022","8,700.0","9,040.0","9,130.0","8,640.0","8.41M","-3.65%"
"27/10/2022","9,300.0","8,870.0","9,300.0","8,810.0","13.13M","6.90%"
"28/10/2022","9,100.0","9,300.0","9,500.0","9,060.0","12.45M","-2.15%"
"31/10/2022","8,660.0","9,100.0","9,230.0","8,470.0","15.34M","-4.84%"
"01/11/2022","8,760.0","8,830.0","8,940.0","8,620.0","7.15M","1.15%"
"02/11/2022","8,990.0","8,800.0","9,200.0","8,730.0","9.85M","2.63%"
"03/11/2022","8,800.0","8,880.0","9,080.0","8,800.0","7.26M","-2.11%"
"04/11/2022","8,290.0","8,800.0","8,800.0","8,280.0","16.16M","-5.80%"
"07/11/2022","7,710.0","8,180.0","8,280.0","7,710.0","16.64M","-7.00%"
"08/11/2022","7,800.0","7,450.0","7,870.0","7,410.0","9.59M","1.17%"
"09/11/2022","7,900.0","8,000.0","8,200.0","7,860.0","7.49M","1.28%"
"10/11/2022","7,350.0","7,700.0","7,900.0","7,350.0","8.92M","-6.96%"
"11/11/2022","6,840.0","7,520.0","7,520.0","6,840.0","16.75M","-6.94%"
"14/11/2022","6,370.0","6,650.0","6,800.0","6,370.0","15.01M","-6.87%"
"15/11/2022","5,930.0","6,200.0","6,380.0","5,930.0","16.00M","-6.91%"
"16/11/2022","6,340.0","5,930.0","6,340.0","5,640.0","10.99M","6.91%"
"17/11/2022","6,780.0","6,780.0","6,780.0","6,780.0","1.65M","6.94%"
"18/11/2022","7,250.0","7,250.0","7,250.0","7,030.0","23.76M","6.93%"
"21/11/2022","7,750.0","7,750.0","7,750.0","7,540.0","16.52M","6.90%"
"22/11/2022","7,800.0","7,850.0","8,290.0","7,760.0","21.85M","0.65%"
"23/11/2022","7,350.0","7,680.0","7,980.0","7,350.0","13.13M","-5.77%"
"24/11/2022","7,860.0","7,300.0","7,860.0","7,150.0","10.88M","6.94%"
"25/11/2022","8,410.0","8,400.0","8,410.0","8,300.0","20.45M","7.00%"
"28/11/2022","8,960.0","8,940.0","8,990.0","8,660.0","18.24M","6.54%"
"29/11/2022","8,920.0","8,710.0","9,150.0","8,510.0","23.40M","-0.45%"
"30/11/2022","9,050.0","8,990.0","9,400.0","8,650.0","17.98M","1.46%"
"01/12/2022","8,810.0","9,250.0","9,500.0","8,570.0","22.61M","-2.65%"
"02/12/2022","9,110.0","8,710.0","9,110.0","8,410.0","21.03M","3.41%"
"05/12/2022","8,900.0","9,380.0","9,400.0","8,850.0","21.03M","-2.31%"
"06/12/2022","9,520.0","8,700.0","9,520.0","8,600.0","37.70M","6.97%"
"07/12/2022","9,180.0","9,800.0","10,150.0","9,100.0","27.94M","-3.57%"
"08/12/2022","9,200.0","9,500.0","9,700.0","9,060.0","20.26M","0.22%"
"09/12/2022","9,410.0","9,400.0","9,750.0","9,250.0","13.75M","2.28%"
"12/12/2022","9,010.0","9,600.0","9,930.0","9,010.0","19.99M","-4.25%"
"13/12/2022","9,400.0","9,020.0","9,400.0","8,630.0","22.10M","4.33%"
"14/12/2022","9,250.0","9,550.0","9,590.0","9,250.0","11.88M","-1.60%"
"15/12/2022","9,130.0","9,220.0","9,400.0","9,050.0","9.41M","-1.30%"
"16/12/2022","9,250.0","9,000.0","9,290.0","8,930.0","14.23M","1.31%"
"19/12/2022","8,950.0","9,200.0","9,440.0","8,950.0","17.08M","-3.24%"
"20/12/2022","8,330.0","8,850.0","9,050.0","8,330.0","32.07M","-6.93%"
"21/12/2022","8,910.0","8,470.0","8,910.0","7,900.0","27.03M","6.96%"
"22/12/2022","8,900.0","9,190.0","9,290.0","8,750.0","15.24M","-0.11%"
"23/12/2022","8,620.0","8,900.0","8,950.0","8,620.0","9.62M","-3.15%"
"26/12/2022","8,030.0","8,640.0","8,680.0","8,030.0","17.15M","-6.84%"
"27/12/2022","8,590.0","8,080.0","8,590.0","8,000.0","17.93M","6.97%"
"28/12/2022","8,600.0","8,740.0","8,980.0","8,580.0","13.91M","0.12%"
"29/12/2022","8,900.0","8,550.0","8,950.0","8,520.0","13.04M","3.49%"
"30/12/2022","9,160.0","9,000.0","9,250.0","8,800.0","14.44M","2.92%"
"03/01/2023","9,490.0","9,110.0","9,700.0","9,010.0","23.83M","3.60%"
"04/01/2023","9,020.0","9,500.0","9,580.0","9,020.0","24.04M","-4.95%"
"05/01/2023","9,350.0","9,100.0","9,390.0","9,080.0","14.41M","3.66%"
"06/01/2023","9,350.0","9,400.0","9,520.0","9,110.0","15.85M","0.00%"
"09/01/2023","9,100.0","9,410.0","9,450.0","9,100.0","12.26M","-2.67%"
"10/01/2023","9,110.0","9,020.0","9,270.0","8,900.0","12.83M","0.11%"
"11/01/2023","9,400.0","9,180.0","9,550.0","9,110.0","17.76M","3.18%"
"12/01/2023","9,300.0","9,480.0","9,570.0","9,250.0","13.09M","-1.06%"
"13/01/2023","9,140.0","9,400.0","9,450.0","9,140.0","12.12M","-1.72%"
"16/01/2023","8,950.0","9,200.0","9,210.0","8,920.0","15.45M","-2.08%"
"17/01/2023","9,070.0","9,000.0","9,100.0","8,960.0","9.38M","1.34%"
"18/01/2023","9,430.0","9,120.0","9,600.0","9,120.0","22.99M","3.97%"
"19/01/2023","9,630.0","9,700.0","9,800.0","9,560.0","16.21M","2.12%"
"27/01/2023","9,610.0","9,800.0","9,830.0","9,600.0","12.21M","-0.21%"
"30/01/2023","9,410.0","9,580.0","9,650.0","9,410.0","14.31M","-2.08%"
"31/01/2023","9,520.0","9,410.0","9,520.0","9,220.0","16.47M","1.17%"
"01/02/2023","8,910.0","9,600.0","9,640.0","8,900.0","19.48M","-6.41%"
"02/02/2023","8,550.0","9,000.0","9,000.0","8,530.0","21.85M","-4.04%"
"03/02/2023","8,610.0","8,560.0","8,700.0","8,500.0","9.41M","0.70%"
"06/02/2023","8,730.0","8,620.0","8,850.0","8,510.0","10.30M","1.39%"
"07/02/2023","8,600.0","8,840.0","8,920.0","8,600.0","12.11M","-1.49%"
"08/02/2023","8,550.0","8,610.0","8,770.0","8,330.0","10.57M","-0.58%"
"09/02/2023","8,530.0","8,500.0","8,660.0","8,500.0","4.97M","-0.23%"
"10/02/2023","8,250.0","8,530.0","8,590.0","8,250.0","9.19M","-3.28%"
"13/02/2023","7,680.0","8,000.0","8,100.0","7,680.0","24.58M","-6.91%"
"14/02/2023","7,650.0","7,720.0","7,790.0","7,600.0","7.33M","-0.39%"
"15/02/2023","7,980.0","7,750.0","8,150.0","7,720.0","10.44M","4.31%"
"16/02/2023","8,000.0","8,060.0","8,080.0","7,900.0","6.20M","0.25%"
"17/02/2023","7,960.0","8,050.0","8,140.0","7,950.0","6.67M","-0.50%"
"20/02/2023","8,300.0","7,960.0","8,300.0","7,950.0","10.77M","4.27%"
"21/02/2023","8,200.0","8,400.0","8,410.0","8,200.0","9.41M","-1.20%"
"22/02/2023","7,850.0","8,010.0","8,140.0","7,850.0","12.98M","-4.27%"
"23/02/2023","7,920.0","7,850.0","7,920.0","7,600.0","11.34M","0.89%"
"24/02/2023","7,790.0","7,800.0","7,930.0","7,760.0","5.42M","-1.64%"
"27/02/2023","7,400.0","7,650.0","7,680.0","7,400.0","8.31M","-5.01%"
"28/02/2023","7,450.0","7,500.0","7,640.0","7,430.0","4.64M","0.68%"
"01/03/2023","7,700.0","7,500.0","7,700.0","7,360.0","6.56M","3.36%"
"02/03/2023","7,620.0","7,750.0","7,760.0","7,620.0","4.13M","-1.04%"
"03/03/2023","7,450.0","7,630.0","7,680.0","7,450.0","5.08M","-2.23%"
"06/03/2023","7,460.0","7,590.0","7,690.0","7,440.0","4.94M","0.13%"
"07/03/2023","7,470.0","7,500.0","7,540.0","7,430.0","5.59M","0.13%"
"08/03/2023","7,550.0","7,450.0","7,570.0","7,360.0","6.58M","1.07%"
"09/03/2023","7,810.0","7,630.0","7,990.0","7,610.0","12.59M","3.44%"
"10/03/2023","7,640.0","7,710.0","7,810.0","7,630.0","6.25M","-2.18%"
"13/03/2023","7,490.0","7,500.0","7,590.0","7,480.0","8.08M","-1.96%"
"14/03/2023","7,380.0","7,520.0","7,580.0","7,350.0","8.12M","-1.47%"
"15/03/2023","7,550.0","7,570.0","7,600.0","7,480.0","6.32M","2.30%"
"16/03/2023","7,390.0","7,370.0","7,450.0","7,330.0","8.78M","-2.12%"
"17/03/2023","7,600.0","7,480.0","7,600.0","7,380.0","8.13M","2.84%"
"20/03/2023","7,330.0","7,500.0","7,540.0","7,330.0","7.72M","-3.55%"
"21/03/2023","7,340.0","7,400.0","7,410.0","7,300.0","4.26M","0.14%"
"22/03/2023","7,340.0","7,400.0","7,420.0","7,340.0","3.07M","0.00%"
"23/03/2023","7,260.0","7,300.0","7,320.0","7,250.0","5.34M","-1.09%"
"24/03/2023","7,300.0","7,350.0","7,370.0","7,290.0","4.66M","0.55%"
"27/03/2023","7,360.0","7,310.0","7,400.0","7,270.0","5.27M","0.82%"
"28/03/2023","7,440.0","7,370.0","7,540.0","7,370.0","7.09M","1.09%"
"29/03/2023","7,390.0","7,440.0","7,500.0","7,380.0","3.63M","-0.67%"
"30/03/2023","7,360.0","7,420.0","7,480.0","7,360.0","4.84M","-0.41%"
"31/03/2023","7,330.0","7,360.0","7,390.0","7,310.0","5.63M","-0.41%"
"03/04/2023","7,390.0","7,390.0","7,440.0","7,360.0","6.17M","0.82%"
"04/04/2023","7,650.0","7,400.0","7,700.0","7,400.0","15.51M","3.52%"
"05/04/2023","7,560.0","7,710.0","7,710.0","7,540.0","8.74M","-1.18%"
"06/04/2023","7,600.0","7,570.0","7,900.0","7,570.0","13.36M","0.53%"
"07/04/2023","7,450.0","7,600.0","7,650.0","7,450.0","8.45M","-1.97%"
"10/04/2023","7,600.0","7,540.0","7,750.0","7,450.0","11.68M","2.01%"
"11/04/2023","7,820.0","7,590.0","7,880.0","7,590.0","17.11M","2.89%"
"12/04/2023","7,700.0","7,900.0","7,900.0","7,680.0","10.98M","-1.53%"
"13/04/2023","7,700.0","7,800.0","7,870.0","7,700.0","9.81M","0.00%"
"14/04/2023","7,700.0","7,760.0","7,990.0","7,700.0","12.09M","0.00%"
"17/04/2023","8,150.0","7,720.0","8,160.0","7,720.0","22.89M","5.84%"
"18/04/2023","7,970.0","8,200.0","8,240.0","7,920.0","10.23M","-2.21%"
"19/04/2023","8,150.0","8,000.0","8,190.0","7,910.0","16.25M","2.26%"
"20/04/2023","8,070.0","8,200.0","8,260.0","8,030.0","8.67M","-0.98%"
"21/04/2023","7,890.0","8,100.0","8,140.0","7,810.0","11.79M","-2.23%"
"24/04/2023","7,600.0","7,910.0","7,960.0","7,560.0","14.94M","-3.68%"
"25/04/2023","7,690.0","7,630.0","7,800.0","7,390.0","16.66M","1.18%"
"26/04/2023","7,590.0","7,690.0","7,700.0","7,450.0","8.97M","-1.30%"
"27/04/2023","7,500.0","7,590.0","7,640.0","7,490.0","5.98M","-1.19%"
"28/04/2023","7,620.0","7,500.0","7,650.0","7,310.0","17.83M","1.60%"
"04/05/2023","7,540.0","7,650.0","7,750.0","7,410.0","5.27M","-1.05%"
"05/05/2023","7,510.0","7,540.0","7,700.0","7,480.0","9.06M","-0.40%"
"08/05/2023","7,830.0","7,580.0","8,000.0","7,520.0","17.55M","4.26%"
"09/05/2023","7,780.0","7,850.0","7,900.0","7,720.0","4.99M","-0.64%"
"10/05/2023","8,050.0","7,780.0","8,150.0","7,780.0","19.19M","3.47%"
"11/05/2023","7,950.0","8,100.0","8,100.0","7,850.0","8.40M","-1.24%"
"12/05/2023","8,050.0","7,980.0","8,050.0","7,880.0","11.14M","1.26%"
"15/05/2023","7,650.0","8,060.0","8,130.0","7,650.0","24.60M","-4.97%"
"16/05/2023","7,800.0","7,700.0","7,950.0","7,630.0","11.27M","1.96%"
"17/05/2023","7,700.0","7,860.0","8,020.0","7,690.0","10.95M","-1.28%"
"18/05/2023","7,640.0","7,750.0","7,760.0","7,600.0","9.79M","-0.78%"
"19/05/2023","7,700.0","7,640.0","7,710.0","7,600.0","6.69M","0.79%"
"22/05/2023","7,780.0","7,800.0","7,900.0","7,770.0","7.64M","1.04%"
"23/05/2023","7,830.0","7,860.0","7,930.0","7,770.0","10.26M","0.64%"
"24/05/2023","7,730.0","7,910.0","7,920.0","7,720.0","7.81M","-1.28%"
"25/05/2023","7,670.0","7,730.0","7,750.0","7,650.0","6.74M","-0.78%"
"26/05/2023","7,770.0","7,780.0","7,870.0","7,700.0","7.81M","1.30%"
"29/05/2023","8,050.0","7,860.0","8,140.0","7,830.0","24.23M","3.60%"
"30/05/2023","7,990.0","8,090.0","8,120.0","7,920.0","13.55M","-0.75%"
"31/05/2023","8,180.0","8,000.0","8,280.0","7,980.0","24.06M","2.38%"
"01/06/2023","8,120.0","8,180.0","8,250.0","8,070.0","12.52M","-0.73%"
"02/06/2023","8,030.0","8,190.0","8,190.0","8,010.0","17.04M","-1.11%"
"05/06/2023","8,110.0","8,110.0","8,300.0","8,060.0","16.39M","1.00%"
"06/06/2023","8,190.0","8,120.0","8,210.0","8,120.0","9.43M","0.99%"
"07/06/2023","8,210.0","8,250.0","8,280.0","8,140.0","13.75M","0.24%"
"08/06/2023","8,180.0","8,250.0","8,490.0","8,180.0","24.02M","-0.37%"
"09/06/2023","8,100.0","8,200.0","8,240.0","8,000.0","15.77M","-0.98%"
"12/06/2023","8,060.0","8,110.0","8,220.0","8,020.0","11.07M","-0.49%"
"13/06/2023","8,110.0","8,120.0","8,200.0","8,060.0","10.47M","0.62%"
"14/06/2023","8,020.0","8,130.0","8,180.0","8,010.0","10.68M","-1.11%"
"15/06/2023","8,190.0","8,050.0","8,290.0","8,040.0","19.94M","2.12%"
"16/06/2023","8,030.0","8,250.0","8,260.0","8,030.0","13.46M","-1.95%"
"19/06/2023","7,900.0","8,100.0","8,140.0","7,860.0","15.46M","-1.62%"
"20/06/2023","7,960.0","7,980.0","8,010.0","7,880.0","8.01M","0.76%"
"21/06/2023","7,970.0","7,980.0","8,030.0","7,940.0","7.18M","0.13%"
"22/06/2023","8,080.0","8,000.0","8,090.0","7,970.0","10.18M","1.38%"
"23/06/2023","8,040.0","8,130.0","8,130.0","8,000.0","10.95M","-0.50%"
"26/06/2023","7,950.0","8,050.0","8,080.0","7,860.0","11.82M","-1.12%"
"27/06/2023","7,970.0","7,960.0","8,040.0","7,900.0","6.67M","0.25%"
"28/06/2023","7,950.0","8,050.0","8,050.0","7,930.0","8.59M","-0.25%"
"29/06/2023","8,300.0","7,980.0","8,450.0","7,980.0","38.43M","4.40%"
"30/06/2023","8,150.0","8,330.0","8,370.0","8,150.0","11.91M","-1.81%"
"03/07/2023","8,170.0","8,200.0","8,240.0","8,100.0","11.39M","0.25%"
"04/07/2023","8,390.0","8,200.0","8,500.0","8,200.0","25.32M","2.69%"
"05/07/2023","8,270.0","8,480.0","8,480.0","8,250.0","13.82M","-1.43%"
"06/07/2023","8,150.0","8,270.0","8,350.0","8,010.0","16.62M","-1.45%"
"07/07/2023","8,190.0","8,150.0","8,220.0","8,050.0","8.47M","0.49%"
"10/07/2023","8,200.0","8,250.0","8,300.0","8,180.0","11.47M","0.12%"
"11/07/2023","8,760.0","8,300.0","8,770.0","8,260.0","43.65M","6.83%"
"12/07/2023","8,710.0","8,760.0","8,890.0","8,600.0","14.24M","-0.57%"
"13/07/2023","8,810.0","8,730.0","8,850.0","8,670.0","17.74M","1.15%"
"14/07/2023","8,720.0","8,860.0","8,870.0","8,600.0","18.79M","-1.02%"
"17/07/2023","8,680.0","8,810.0","8,820.0","8,630.0","12.77M","-0.46%"
"18/07/2023","8,720.0","8,700.0","8,990.0","8,680.0","20.27M","0.46%"
"19/07/2023","8,500.0","8,760.0","8,780.0","8,500.0","18.87M","-2.52%"
"20/07/2023","8,490.0","8,510.0","8,580.0","8,400.0","9.68M","-0.12%"
"21/07/2023","8,650.0","8,530.0","8,700.0","8,520.0","12.01M","1.88%"
"24/07/2023","8,790.0","8,740.0","8,850.0","8,660.0","15.80M","1.62%"
"25/07/2023","8,670.0","8,820.0","8,870.0","8,600.0","12.69M","-1.37%"
"26/07/2023","8,640.0","8,660.0","8,700.0","8,560.0","11.13M","-0.35%"
"27/07/2023","8,540.0","8,650.0","8,730.0","8,460.0","15.24M","-1.16%"
"28/07/2023","8,800.0","8,540.0","8,800.0","8,540.0","14.06M","3.04%"
"31/07/2023","8,880.0","8,840.0","9,150.0","8,830.0","34.06M","0.91%"
"01/08/2023","8,900.0","8,880.0","8,960.0","8,770.0","26.04M","0.23%"
"02/08/2023","9,100.0","8,900.0","9,200.0","8,790.0","24.30M","2.25%"
"03/08/2023","8,900.0","9,170.0","9,170.0","8,900.0","15.96M","-2.20%"
"04/08/2023","9,150.0","8,900.0","9,150.0","8,870.0","23.10M","2.81%"
"07/08/2023","9,180.0","9,250.0","9,450.0","9,010.0","15.87M","0.33%"
"08/08/2023","9,810.0","9,240.0","9,820.0","9,170.0","47.11M","6.86%"
"09/08/2023","9,550.0","9,720.0","9,910.0","9,480.0","25.25M","-2.65%"
"10/08/2023","9,210.0","9,550.0","9,590.0","9,210.0","22.52M","-3.56%"
"11/08/2023","9,270.0","9,350.0","9,350.0","9,000.0","19.52M","0.65%"
"14/08/2023","9,200.0","9,300.0","9,330.0","9,180.0","20.27M","-0.76%"
"15/08/2023","9,200.0","9,350.0","9,430.0","9,170.0","15.13M","0.00%"
"16/08/2023","9,200.0","9,250.0","9,300.0","9,160.0","10.48M","0.00%"
"17/08/2023","9,100.0","9,250.0","9,290.0","9,100.0","14.76M","-1.09%"
"18/08/2023","8,470.0","9,040.0","9,060.0","8,470.0","40.02M","-6.92%"
"21/08/2023","8,570.0","8,790.0","8,790.0","8,430.0","12.83M","1.18%"
"22/08/2023","8,990.0","8,670.0","8,990.0","8,210.0","19.22M","4.90%"
"23/08/2023","8,800.0","9,050.0","9,080.0","8,750.0","11.13M","-2.11%"
"24/08/2023","9,290.0","8,800.0","9,350.0","8,700.0","24.86M","5.57%"
"25/08/2023","8,920.0","9,200.0","9,240.0","8,900.0","16.71M","-3.98%"
"28/08/2023","9,040.0","8,960.0","9,040.0","8,870.0","9.79M","1.35%"
"29/08/2023","8,900.0","9,050.0","9,180.0","8,900.0","17.39M","-1.55%"
"30/08/2023","8,900.0","8,950.0","9,020.0","8,810.0","9.82M","0.00%"
"31/08/2023","9,180.0","8,910.0","9,380.0","8,890.0","35.86M","3.15%"
"05/09/2023","9,200.0","9,200.0","9,260.0","9,150.0","14.69M","0.22%"
"06/09/2023","9,140.0","9,250.0","9,250.0","9,090.0","22.90M","-0.65%"
"07/09/2023","9,230.0","9,200.0","9,390.0","9,180.0","23.67M","0.98%"
"08/09/2023","9,190.0","9,300.0","9,420.0","9,180.0","26.07M","-0.43%"
"11/09/2023","8,900.0","9,180.0","9,290.0","8,900.0","23.73M","-3.16%"
"12/09/2023","8,970.0","8,900.0","8,970.0","8,730.0","14.31M","0.79%"
"13/09/2023","8,770.0","9,010.0","9,010.0","8,720.0","16.24M","-2.23%"
"14/09/2023","8,500.0","8,750.0","8,770.0","8,480.0","20.14M","-3.08%"
"15/09/2023","8,510.0","8,520.0","8,610.0","8,480.0","7.91M","0.12%"
"18/09/2023","8,440.0","8,510.0","8,550.0","8,410.0","6.95M","-0.82%"
"19/09/2023","8,300.0","8,450.0","8,520.0","8,290.0","10.15M","-1.66%"
